año,capitulo,nombre_capitulo,area,nombre_area,subtitulo,nombre_subtitulo,devengo
2019,42,SERVICIO DE SALUD METROPOLITANO ORIENTE,009,HOSPITAL DE HANGA ROA,21,GASTOS EN PERSONAL,4031299320
2019,42,SERVICIO DE SALUD METROPOLITANO ORIENTE,009,HOSPITAL DE HANGA ROA,22,BIENES Y SERVICIOS DE CONSUMO,2631823387
2019,42,SERVICIO DE SALUD METROPOLITANO ORIENTE,009,HOSPITAL DE HANGA ROA,23,PRESTACIONES DE SEGURIDAD SOCIAL,45397087
2019,42,SERVICIO DE SALUD METROPOLITANO ORIENTE,009,HOSPITAL DE HANGA ROA,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,1433249
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO CENTRAL,21,GASTOS EN PERSONAL,6325076876
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO CENTRAL,22,BIENES Y SERVICIOS DE CONSUMO,5732777988
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO CENTRAL,23,PRESTACIONES DE SEGURIDAD SOCIAL,236606137
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO CENTRAL,24,TRANSFERENCIAS CORRIENTES,30531400609
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO CENTRAL,26,OTROS GASTOS CORRIENTES,111600634
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO CENTRAL,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,801249445
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO CENTRAL,31,INICIATIVAS DE INVERSION,4918197015
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,002,DIRECCIÓN ATENCIÓN PRIMARIA,21,GASTOS EN PERSONAL,28309540367
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,002,DIRECCIÓN ATENCIÓN PRIMARIA,22,BIENES Y SERVICIOS DE CONSUMO,12471401062
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,002,DIRECCI��N ATENCIÓN PRIMARIA,22,BIENES Y SERVICIOS DE CONSUMO,1570800
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,002,DIRECCIÓN ATENCI��N PRIMARIA,22,BIENES Y SERVICIOS DE CONSUMO,31202
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,002,DIRECCIÓN ATENCIÓN PRIMARIA,23,PRESTACIONES DE SEGURIDAD SOCIAL,910887435
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,002,DIRECCIÓN ATENCIÓN PRIMARIA,26,OTROS GASTOS CORRIENTES,53860864
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,002,DIRECCIÓN ATENCIÓN PRIMARIA,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,17046291
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,003,HOSPITAL CLÍNICO SAN BORJA ARRIARAN,21,GASTOS EN PERSONAL,64704125381
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,003,HOSPITAL CLÍNICO SAN BORJA ARRIARAN,22,BIENES Y SERVICIOS DE CONSUMO,53869854688
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,003,HOSPITAL CLÍNICO SAN BORJA ARRIARAN,23,PRESTACIONES DE SEGURIDAD SOCIAL,1935722287
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,003,HOSPITAL CLÍNICO SAN BORJA ARRIARAN,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,2833874390
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,003,HOSPITAL CLÍNICO SAN BORJA ARRIARAN,31,INICIATIVAS DE INVERSION,209440000
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,004,HOSPITAL DE URGENCIA ASISTENCIA PÚBLICA,21,GASTOS EN PERSONAL,41149818457
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,004,HOSPITAL DE URGENCIA ASISTENCIA PÚBLICA,22,BIENES Y SERVICIOS DE CONSUMO,21823686017
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,004,HOSPITAL DE URGENCIA ASISTENCIA P��BLICA,22,BIENES Y SERVICIOS DE CONSUMO,933055
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,004,HOSPITAL DE URGENCIA ASISTENCIA PÚBLICA,23,PRESTACIONES DE SEGURIDAD SOCIAL,1174930854
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,004,HOSPITAL DE URGENCIA ASISTENCIA PÚBLICA,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,16426203
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,005,HOSPITAL EL CARMEN,21,GASTOS EN PERSONAL,48981010035
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,005,HOSPITAL EL CARMEN,22,BIENES Y SERVICIOS DE CONSUMO,30607028360
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,005,HOSPITAL EL CARMEN,23,PRESTACIONES DE SEGURIDAD SOCIAL,252140277
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,005,HOSPITAL EL CARMEN,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,92248800
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,006,CENTRO METROPOLITANO DE ATENCIÓN HOSPITALARIA,21,GASTOS EN PERSONAL,10205137704
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,006,CENTRO METROPOLITANO DE ATENCIÓN HOSPITALARIA,22,BIENES Y SERVICIOS DE CONSUMO,2165890486
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,006,CENTRO METROPOLITANO DE ATENCIÓN HOSPITALARIA,23,PRESTACIONES DE SEGURIDAD SOCIAL,258992082
2019,43,SERVICIO DE SALUD METROPOLITANO CENTRAL,006,CENTRO METROPOLITANO DE ATENCIÓN HOSPITALARIA,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,10875995
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO SUR,21,GASTOS EN PERSONAL,14749417143
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO SUR,22,BIENES Y SERVICIOS DE CONSUMO,28674958967
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO SUR,23,PRESTACIONES DE SEGURIDAD SOCIAL,181528462
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO SUR,24,TRANSFERENCIAS CORRIENTES,121790333782
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO SUR,26,OTROS GASTOS CORRIENTES,37350000
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO SUR,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,657397566
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO SUR,31,INICIATIVAS DE INVERSION,12864995865
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,002,HOSPITAL BARROS LUCO TRUDEAU,21,GASTOS EN PERSONAL,68663138913
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,002,HOSPITAL BARROS LUCO TRUDEAU,22,BIENES Y SERVICIOS DE CONSUMO,52793206686
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,002,HOSPITAL BARROS LUCO TRUDEAU,23,PRESTACIONES DE SEGURIDAD SOCIAL,2565908146
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,002,HOSPITAL BARROS LUCO TRUDEAU,26,OTROS GASTOS CORRIENTES,205700000
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,002,HOSPITAL BARROS LUCO TRUDEAU,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,788361446
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,003,HOSPITAL ENFERMEDADES INFECCIOSAS,21,GASTOS EN PERSONAL,4712542713
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,003,HOSPITAL ENFERMEDADES INFECCIOSAS,22,BIENES Y SERVICIOS DE CONSUMO,11787630550
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,003,HOSPITAL ENFERMEDADES INFECCIOSAS,23,PRESTACIONES DE SEGURIDAD SOCIAL,191930705
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,003,HOSPITAL ENFERMEDADES INFECCIOSAS,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,179763293
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,004,HOSPITAL EXEQUIEL GONZÁLEZ CORTÉS,21,GASTOS EN PERSONAL,23868529696
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,004,HOSPITAL EXEQUIEL GONZÁLEZ CORTÉS,22,BIENES Y SERVICIOS DE CONSUMO,11773344938
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,004,HOSPITAL EXEQUIEL GONZÁLEZ CORTÉS,23,PRESTACIONES DE SEGURIDAD SOCIAL,435512003
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,004,HOSPITAL EXEQUIEL GONZÁLEZ CORTÉS,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,10110841
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,005,HOSPITAL SAN LUIS DE BUIN,21,GASTOS EN PERSONAL,10275293313
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,005,HOSPITAL SAN LUIS DE BUIN,22,BIENES Y SERVICIOS DE CONSUMO,2556302950
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,005,HOSPITAL SAN LUIS DE BUIN,23,PRESTACIONES DE SEGURIDAD SOCIAL,430062945
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,005,HOSPITAL SAN LUIS DE BUIN,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,803790372
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,006,HOSPITAL SANATORIO EL PERAL,21,GASTOS EN PERSONAL,5126368288
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,006,HOSPITAL SANATORIO EL PERAL,22,BIENES Y SERVICIOS DE CONSUMO,1716974699
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,006,HOSPITAL SANATORIO EL PERAL,23,PRESTACIONES DE SEGURIDAD SOCIAL,351721699
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,006,HOSPITAL SANATORIO EL PERAL,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,10435210
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,007,HOSPITAL SANATORIO EL PINO,21,GASTOS EN PERSONAL,28623582105
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,007,HOSPITAL SANATORIO EL PINO,22,BIENES Y SERVICIOS DE CONSUMO,13283991552
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,007,HOSPITAL SANATORIO EL PINO,23,PRESTACIONES DE SEGURIDAD SOCIAL,405221048
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,007,HOSPITAL SANATORIO EL PINO,26,OTROS GASTOS CORRIENTES,10000000
2019,44,SERVICIO DE SALUD METROPOLITANO SUR,007,HOSPITAL SANATORIO EL PINO,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,782873896
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO NORTE,21,GASTOS EN PERSONAL,12729092807
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO NORTE,22,BIENES Y SERVICIOS DE CONSUMO,28055658302
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO NORTE,23,PRESTACIONES DE SEGURIDAD SOCIAL,2492928887
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO NORTE,24,TRANSFERENCIAS CORRIENTES,77181828654
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO NORTE,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,182706180
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO NORTE,31,INICIATIVAS DE INVERSION,8087605800
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,002,CENTRO DE DIAGNÓSTICO TERAPÉUTICO,21,GASTOS EN PERSONAL,6578063747
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,002,CENTRO DE DIAGNÓSTICO TERAPÉUTICO,23,PRESTACIONES DE SEGURIDAD SOCIAL,22162786
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,003,HOSPITAL DE TIL TIL,21,GASTOS EN PERSONAL,2412795982
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,003,HOSPITAL DE TIL TIL,22,BIENES Y SERVICIOS DE CONSUMO,604614015
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,003,HOSPITAL DE TIL TIL,23,PRESTACIONES DE SEGURIDAD SOCIAL,19006020
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,003,HOSPITAL DE TIL TIL,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,2055452
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,004,HOSPITAL ROBERTO DEL RÍO,21,GASTOS EN PERSONAL,29858170342
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,004,HOSPITAL ROBERTO DEL RÍO,22,BIENES Y SERVICIOS DE CONSUMO,13230709777
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,004,HOSPITAL ROBERTO DEL RÍO,23,PRESTACIONES DE SEGURIDAD SOCIAL,348489427
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,004,HOSPITAL ROBERTO DEL RÍO,26,OTROS GASTOS CORRIENTES,5304505
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,004,HOSPITAL ROBERTO DEL RÍO,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,607011037
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,005,HOSPITAL SAN JOSÉ,21,GASTOS EN PERSONAL,60220896999
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,005,HOSPITAL SAN JOSÉ,22,BIENES Y SERVICIOS DE CONSUMO,31864397184
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,005,HOSPITAL SAN JOSÉ,23,PRESTACIONES DE SEGURIDAD SOCIAL,962754820
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,005,HOSPITAL SAN JOSÉ,26,OTROS GASTOS CORRIENTES,187232000
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,005,HOSPITAL SAN JOSÉ,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,262534021
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,006,INSTITUTO NACIONAL DEL CÁNCER,21,GASTOS EN PERSONAL,14977700184
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,006,INSTITUTO NACIONAL DEL CÁNCER,22,BIENES Y SERVICIOS DE CONSUMO,10368986434
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,006,INSTITUTO NACIONAL DEL CÁNCER,23,PRESTACIONES DE SEGURIDAD SOCIAL,188552883
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,006,INSTITUTO NACIONAL DEL CÁNCER,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,305611756
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,007,INSTITUTO PSIQUIÁTRICO,21,GASTOS EN PERSONAL,13331638833
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,007,INSTITUTO PSIQUIÁTRICO,22,BIENES Y SERVICIOS DE CONSUMO,5460223153
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,007,INSTITUTO PSIQUIÁTRICO,23,PRESTACIONES DE SEGURIDAD SOCIAL,68290279
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,007,INSTITUTO PSIQUIÁTRICO,26,OTROS GASTOS CORRIENTES,16250000
2019,45,SERVICIO DE SALUD METROPOLITANO NORTE,007,INSTITUTO PSIQUIÁTRICO,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,121681403
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO OCCIDENTE,21,GASTOS EN PERSONAL,15530824028
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO OCCIDENTE,22,BIENES Y SERVICIOS DE CONSUMO,20114960412
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO OCCIDENTE,23,PRESTACIONES DE SEGURIDAD SOCIAL,376910454
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO OCCIDENTE,24,TRANSFERENCIAS CORRIENTES,127606110437
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO OCCIDENTE,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,1016380660
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO OCCIDENTE,31,INICIATIVAS DE INVERSION,10885525813
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,002,CENTRO DE REFERENCIA SALUD OCCIDENTE SALVADOR ALLENDE,21,GASTOS EN PERSONAL,5942600845
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,002,CENTRO DE REFERENCIA SALUD OCCIDENTE SALVADOR ALLENDE,22,BIENES Y SERVICIOS DE CONSUMO,2926631582
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,002,CENTRO DE REFERENCIA SALUD OCCIDENTE SALVADOR ALLENDE,23,PRESTACIONES DE SEGURIDAD SOCIAL,161760902
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,002,CENTRO DE REFERENCIA SALUD OCCIDENTE SALVADOR ALLENDE,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,7210430
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,003,HOSPITAL DE CURACAVÍ,21,GASTOS EN PERSONAL,4087411676
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,003,HOSPITAL DE CURACAVÍ,22,BIENES Y SERVICIOS DE CONSUMO,1207526368
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,003,HOSPITAL DE CURACAVÍ,23,PRESTACIONES DE SEGURIDAD SOCIAL,116200043
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,003,HOSPITAL DE CURACAVÍ,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,4488680
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,004,HOSPITAL DE MELIPILLA,21,GASTOS EN PERSONAL,14884965871
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,004,HOSPITAL DE MELIPILLA,22,BIENES Y SERVICIOS DE CONSUMO,6319226501
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,004,HOSPITAL DE MELIPILLA,23,PRESTACIONES DE SEGURIDAD SOCIAL,283430644
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,004,HOSPITAL DE MELIPILLA,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,4234572
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,005,HOSPITAL DE PEÑAFLOR,21,GASTOS EN PERSONAL,6286959337
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,005,HOSPITAL DE PEÑAFLOR,22,BIENES Y SERVICIOS DE CONSUMO,2337467329
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,005,HOSPITAL DE PEÑAFLOR,23,PRESTACIONES DE SEGURIDAD SOCIAL,198764893
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,005,HOSPITAL DE PEÑAFLOR,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,21851102
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,006,HOSPITAL DE TALAGANTE,21,GASTOS EN PERSONAL,12366400669
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,006,HOSPITAL DE TALAGANTE,22,BIENES Y SERVICIOS DE CONSUMO,6128812573
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,006,HOSPITAL DE TALAGANTE,23,PRESTACIONES DE SEGURIDAD SOCIAL,258565423
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,006,HOSPITAL DE TALAGANTE,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,12068856
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,007,HOSPITAL FÉLIX BULNES,21,GASTOS EN PERSONAL,41107526009
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,007,HOSPITAL FÉLIX BULNES,22,BIENES Y SERVICIOS DE CONSUMO,28385368619
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,007,HOSPITAL FÉLIX BULNES,23,PRESTACIONES DE SEGURIDAD SOCIAL,728397862
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,007,HOSPITAL FÉLIX BULNES,26,OTROS GASTOS CORRIENTES,29224783
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,008,HOSPITAL SAN JUAN DE DIOS,21,GASTOS EN PERSONAL,58409026652
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,008,HOSPITAL SAN JUAN DE DIOS,22,BIENES Y SERVICIOS DE CONSUMO,52464325034
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,008,HOSPITAL SAN JUAN DE DIOS,23,PRESTACIONES DE SEGURIDAD SOCIAL,1274859722
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,008,HOSPITAL SAN JUAN DE DIOS,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,21137777
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,009,INSTITUTO TRAUMATOLÓGICO,21,GASTOS EN PERSONAL,8232289336
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,009,INSTITUTO TRAUMATOLÓGICO,22,BIENES Y SERVICIOS DE CONSUMO,10392483916
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,009,INSTITUTO TRAUMATOLÓGICO,23,PRESTACIONES DE SEGURIDAD SOCIAL,291951960
2019,46,SERVICIO DE SALUD METROPOLITANO OCCIDENTE,009,INSTITUTO TRAUMATOLÓGICO,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,4994068
2019,47,SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,21,GASTOS EN PERSONAL,21367538164
2019,47,SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,22,BIENES Y SERVICIOS DE CONSUMO,42890534860
2019,47,SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,23,PRESTACIONES DE SEGURIDAD SOCIAL,211122091
2019,47,SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,24,TRANSFERENCIAS CORRIENTES,121529738198
2019,47,SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,26,OTROS GASTOS CORRIENTES,4353283342
2019,47,SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,877349478
2019,47,SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,001,DIRECCIÓN SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,31,INICIATIVAS DE INVERSION,7118308172
2019,47,SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,004,HOSPITAL SOTERO DEL RÍO,21,GASTOS EN PERSONAL,97968221930
2019,47,SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,004,HOSPITAL SOTERO DEL RÍO,22,BIENES Y SERVICIOS DE CONSUMO,62694811890
2019,47,SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,004,HOSPITAL SOTERO DEL R��O,22,BIENES Y SERVICIOS DE CONSUMO,287561
2019,47,SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,004,HOSPITAL SOTERO DEL RÍO,23,PRESTACIONES DE SEGURIDAD SOCIAL,3252835125
2019,47,SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,004,HOSPITAL SOTERO DEL RÍO,26,OTROS GASTOS CORRIENTES,30400468
2019,47,SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,004,HOSPITAL SOTERO DEL RÍO,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,2088155673
2019,47,SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,005,HOSPITAL SAN JOSÉ DE MAIPO,21,GASTOS EN PERSONAL,8694905344
2019,47,SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,005,HOSPITAL SAN JOSÉ DE MAIPO,22,BIENES Y SERVICIOS DE CONSUMO,2528705455
2019,47,SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,005,HOSPITAL SAN JOSÉ DE MAIPO,23,PRESTACIONES DE SEGURIDAD SOCIAL,331387537
2019,47,SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,005,HOSPITAL SAN JOSÉ DE MAIPO,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,280937795
2019,47,SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,006,HOSPITAL LA FLORIDA,21,GASTOS EN PERSONAL,48078110591
2019,47,SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,006,HOSPITAL LA FLORIDA,22,BIENES Y SERVICIOS DE CONSUMO,39141243044
2019,47,SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,006,HOSPITAL LA FLORIDA,23,PRESTACIONES DE SEGURIDAD SOCIAL,634451019
2019,47,SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,006,HOSPITAL LA FLORIDA,26,OTROS GASTOS CORRIENTES,68000000
2019,47,SERVICIO DE SALUD METROPOLITANO SUR - ORIENTE,006,HOSPITAL LA FLORIDA,29,ADQUISICION DE ACTIVOS NO FINANCIEROS,450924079
